Timestamp,AirTemp_C,RelHumidity_pct,WindSpeed_mps,GHI_Wm2,CloudCover_pct,DewPoint_C
2024-01-06 07:34:29,2.9,81.4,3.7,0.0,0.0,1.6
2024-01-10 18:06:28,19.5,61.4,2.0,0.0,5.3,0.2
2024-01-08 08:44:24,12.3,45.4,2.7,800.0,90.3,1.2
2024-02-18 02:38:33,15.6,77.3,0.6,288.5,64.7,6.8
2024-01-29 12:44:45,19.5,52.7,1.9,12.9,24.1,0.7
2024-02-21 15:42:34,12.9,66.8,3.2,353.1,75.7,-0.6
2024-01-13 03:26:38,18.4,72.3,1.3,0.0,49.8,6.8
2024-01-22 04:32:48,2.7,79.5,3.1,0.2,31.0,-2.3
2024-01-28 19:50:49,8.5,88.2,0.7,0.0,21.3,3.9
2024-02-19 20:56:48,4.6,70.7,1.1,0.0,0.0,2.1
2024-02-07 04:29:58,2.1,89.9,0.5,0.0,32.5,8.1
2024-02-20 10:27:40,18.3,40.1,2.5,0.0,42.4,0.5
2024-01-10 11:04:07,5.1,44.1,1.5,0.4,18.9,-1.2
2024-01-22 00:02:53,19.5,86.8,1.4,1.3,3.7,7.4
2024-02-08 20:05:07,0.5,82.0,1.2,0.0,16.5,0.6
2024-01-07 22:50:08,4.6,51.3,0.8,0.0,89.4,8.5
2024-01-02 13:01:13,5.1,79.4,2.2,204.1,59.9,6.1
2024-01-27 07:23:11,1.4,56.6,0.5,0.0,86.3,3.7
2024-02-07 09:32:03,1.5,86.9,1.3,0.0,0.0,-2.3
2024-01-12 20:10:38,0.5,89.9,3.2,0.0,35.3,-2.3
2024-01-08 10:27:07,12.3,89.1,4.2,8.8,7.5,-2.3
2024-02-21 13:32:01,17.5,77.1,0.6,0.0,29.0,-1.8
2024-01-30 00:16:48,19.5,44.4,0.8,682.7,95.2,5.8
2024-02-14 17:47:11,4.3,53.7,4.2,578.4,100.0,-1.5
2024-01-09 20:53:37,0.5,89.9,3.3,3.3,59.2,2.9
2024-02-06 00:57:14,5.1,81.4,2.2,8.7,85.2,6.5
2024-01-08 02:13:32,13.1,44.3,1.6,0.0,53.5,2.6
2024-01-28 10:46:15,19.5,61.4,3.5,0.0,75.7,5.3
2024-01-21 21:47:07,6.6,57.1,1.4,529.3,9.8,8.5
2024-01-25 18:53:30,6.3,40.1,0.9,338.6,100.0,4.1
2024-02-09 22:54:38,9.9,89.7,2.7,0.0,12.0,8.3
2024-02-21 04:20:53,10.2,43.7,0.5,0.0,98.9,8.6
2024-01-26 03:29:49,16.6,40.1,2.5,196.6,51.0,7.3
2024-02-16 19:35:50,19.5,51.0,2.2,496.6,0.0,8.6
2024-01-12 01:03:07,12.0,63.1,2.7,23.4,87.3,6.1
2024-01-23 21:04:51,19.5,50.1,0.5,16.1,9.5,5.2
2024-02-12 09:35:59,0.9,71.9,1.4,420.4,25.6,0.3
2024-02-22 01:45:00,7.8,75.7,0.6,0.0,0.0,5.2
2024-01-28 08:53:04,5.0,57.9,1.5,0.0,95.5,7.6
2024-01-07 03:47:26,3.4,72.7,3.3,0.0,41.7,-0.4
2024-01-27 00:33:27,6.4,43.3,0.5,0.0,79.2,-1.3
2024-02-17 11:23:46,3.4,44.6,1.1,631.3,77.8,8.1
2024-02-20 02:52:40,0.5,89.9,3.2,0.0,98.2,4.7
2024-01-17 05:08:25,19.5,81.1,1.0,655.4,100.0,-0.1
2024-02-22 01:45:00,2.1,40.1,0.5,9.5,62.5,4.9
2024-01-17 05:42:15,5.4,55.5,3.6,512.1,86.7,6.5
2024-02-19 18:16:58,17.1,74.2,3.5,470.2,37.8,8.6
2024-01-17 11:44:03,12.3,58.1,4.2,0.0,0.0,3.4
2024-01-22 09:41:06,11.0,50.4,3.2,0.0,8.1,1.7
2024-02-22 01:45:00,18.4,47.1,1.7,97.1,86.7,8.6
2024-01-10 02:34:23,12.5,81.3,1.3,2.2,79.0,1.4
2024-02-15 10:31:42,15.5,40.1,4.1,358.0,5.0,-2.2
2024-01-14 16:36:54,19.4,85.4,3.2,0.0,0.0,3.0
2024-01-10 20:34:19,19.5,46.7,3.7,235.9,31.6,2.3
2024-02-14 04:14:59,17.5,54.4,2.1,9.8,72.5,7.9
2024-01-28 17:42:30,6.4,84.5,2.6,187.7,86.3,8.2
2024-01-02 10:55:24,19.5,41.3,3.1,144.1,76.8,6.4
2024-01-31 05:51:44,10.6,76.1,2.4,0.0,3.2,-1.5
2024-02-22 01:45:00,0.7,57.7,4.2,0.0,0.0,3.0
2024-02-03 07:39:12,2.6,83.5,3.2,1.3,19.5,2.5
2024-01-15 23:42:05,6.9,83.6,1.8,204.6,75.6,0.6
2024-01-08 03:51:40,6.6,51.9,1.1,0.0,54.0,4.9
2024-02-16 19:40:52,15.7,54.4,0.9,0.0,59.0,7.7
2024-01-26 14:33:23,13.0,49.1,1.4,0.0,0.0,1.3
2024-02-22 01:41:58,5.0,53.0,2.1,11.2,96.5,3.9
2024-02-16 19:53:50,0.5,67.4,0.7,116.8,84.5,0.1
2024-01-16 21:05:07,2.5,89.9,1.0,0.0,69.5,0.5
2024-02-22 01:45:00,8.1,51.7,1.1,8.8,78.4,3.6
2024-02-06 21:28:39,11.2,45.1,0.5,11.8,6.5,-0.7
2024-02-22 01:45:00,19.5,68.7,1.0,0.0,5.2,0.6
2024-01-13 07:02:43,13.2,69.4,4.2,0.0,18.9,6.0
2024-02-01 04:28:52,12.1,75.3,2.9,239.5,75.1,5.9
2024-02-12 23:01:49,6.3,62.4,3.4,665.2,100.0,6.3
2024-02-08 03:03:55,19.5,58.0,2.2,3.6,12.1,1.5
2024-01-31 19:10:32,10.8,40.1,1.5,1.1,100.0,6.2
2024-01-09 02:15:12,3.9,89.9,2.9,0.0,0.0,2.3
2024-01-14 16:14:14,6.5,89.9,4.1,160.1,91.8,8.6
2024-01-12 15:28:43,10.0,79.9,3.7,25.3,76.6,8.0
2024-02-09 23:05:11,5.1,45.9,0.5,347.8,95.8,5.1
2024-01-01 00:00:00,19.3,77.1,0.5,0.0,19.3,7.5
2024-01-16 23:36:43,19.5,63.2,0.8,259.3,78.5,7.4
2024-01-22 17:25:30,16.2,58.0,0.6,13.9,59.9,7.8
2024-01-04 01:26:59,18.5,69.8,3.5,87.6,42.5,6.7
2024-01-16 17:41:24,0.6,40.1,3.3,153.6,37.5,4.2
2024-02-20 06:56:58,0.5,54.3,1.5,0.0,86.7,0.1
2024-01-09 16:27:31,12.3,69.7,2.2,0.3,100.0,4.8
2024-02-22 01:45:00,17.4,84.6,0.5,0.0,89.4,1.4
2024-01-01 00:00:00,4.7,88.6,0.5,800.0,61.9,5.9
2024-02-06 20:47:38,19.5,86.3,3.5,227.8,77.5,5.6
2024-02-12 11:35:22,3.7,49.7,1.2,0.0,89.0,1.6
2024-02-07 08:50:19,19.5,65.2,1.0,0.0,31.8,8.6
2024-01-03 04:49:25,0.5,89.9,3.9,0.0,58.5,-2.3
2024-01-11 17:28:30,5.6,89.9,1.4,0.0,0.0,8.5
2024-01-21 20:40:51,19.5,43.8,0.7,11.4,0.0,7.2
2024-02-06 02:12:54,5.3,40.1,3.8,711.8,89.6,4.5
2024-01-07 02:54:17,1.0,55.5,3.8,5.2,10.8,-0.9
2024-02-17 08:36:25,10.2,74.1,1.8,1.0,91.4,1.4
2024-02-19 04:34:34,15.8,47.4,2.0,11.3,97.3,4.8
2024-01-12 18:40:12,2.1,85.8,3.0,0.0,100.0,8.1
2024-01-27 14:59:48,8.7,68.1,3.2,0.0,30.8,4.0
2024-01-26 10:14:18,16.1,47.3,1.4,0.0,32.7,4.4
2024-02-06 00:47:57,11.5,46.7,1.2,4.1,17.9,-1.6
2024-02-09 19:10:46,19.5,67.0,0.6,0.0,7.8,0.6
2024-01-28 06:30:43,13.1,40.1,2.8,6.3,47.5,6.6
2024-01-18 23:57:02,0.6,75.0,2.7,0.0,17.7,1.6
2024-01-15 08:07:37,14.6,48.2,1.0,0.0,72.5,8.6
2024-01-20 16:27:37,5.5,72.1,0.6,762.6,89.8,6.3
2024-01-24 15:47:21,10.0,77.2,4.1,13.3,95.0,1.2
2024-02-13 21:35:47,15.6,57.1,3.4,3.5,100.0,5.2
2024-02-17 10:36:12,2.7,60.9,3.6,800.0,94.5,5.2
2024-01-18 13:41:55,6.5,89.9,2.8,2.6,97.3,7.9
2024-01-12 05:30:56,3.7,76.0,2.5,315.6,73.9,4.1
2024-02-12 16:29:27,19.5,45.8,0.8,149.2,71.8,8.6
2024-01-12 09:08:48,7.3,84.4,1.7,492.2,1.2,1.9
2024-02-01 11:54:04,9.6,89.8,2.8,0.0,73.1,-1.8
2024-01-25 14:14:12,16.9,88.1,1.2,800.0,58.3,8.2
2024-02-22 01:45:00,19.0,73.6,1.1,6.7,68.8,8.1
2024-02-22 01:45:00,12.8,75.3,1.7,297.2,20.5,2.1
2024-01-14 03:33:51,16.1,75.5,0.5,0.0,94.0,2.9
2024-01-13 13:16:34,3.2,44.5,1.1,0.0,65.8,5.0
2024-02-22 01:45:00,15.5,62.4,1.3,275.0,74.4,8.6
2024-01-12 18:54:36,16.9,57.3,2.8,577.6,50.8,7.7
2024-01-24 11:29:07,14.9,73.5,3.6,292.5,17.8,7.6
2024-02-10 08:22:00,18.9,72.4,1.8,293.0,69.2,6.8
2024-01-24 21:52:49,5.1,82.0,3.8,624.3,58.6,5.9
2024-01-11 21:17:22,4.3,88.5,2.1,0.0,0.0,1.2
2024-01-10 11:43:30,11.8,53.1,2.9,204.2,80.5,6.3
2024-01-03 09:49:03,5.5,65.3,4.0,374.9,21.3,2.1
2024-01-27 03:32:10,11.6,73.5,0.6,0.0,10.4,-2.3
2024-01-20 08:04:35,18.5,58.6,1.1,633.7,39.9,7.2
2024-02-22 01:45:00,19.1,73.5,0.7,0.0,65.9,8.0
2024-01-28 06:48:03,4.7,50.2,0.5,10.9,15.6,2.6
2024-01-08 04:26:56,19.5,84.7,2.5,2.3,87.8,4.6
2024-01-24 17:35:21,1.9,40.5,3.6,3.3,93.6,5.4
2024-01-10 12:17:41,19.2,74.3,1.7,13.0,20.7,0.7
2024-01-24 13:24:58,0.5,48.8,1.4,37.2,6.6,3.3
2024-02-17 14:28:15,17.9,53.1,0.6,0.0,0.0,2.8
2024-01-12 07:24:43,19.5,69.4,4.2,300.9,8.6,3.4
2024-02-02 19:41:39,18.9,48.5,3.9,0.0,85.8,5.9
2024-01-26 19:57:05,10.8,79.1,0.8,182.7,86.0,4.8
2024-02-20 14:10:42,16.2,77.8,1.9,500.3,33.9,0.3
2024-02-22 01:45:00,2.4,40.5,2.5,355.7,92.0,5.6
2024-02-09 01:55:40,19.5,58.4,3.3,46.3,55.4,7.2
2024-02-09 01:27:09,16.1,40.1,2.7,0.0,0.0,7.6
2024-01-29 01:39:38,13.3,40.9,4.2,0.0,41.4,-1.0
2024-02-16 21:58:24,17.1,61.4,2.7,60.5,45.4,0.3
2024-01-14 23:46:14,2.9,87.3,1.3,0.0,78.6,1.8
2024-02-13 18:57:49,8.6,40.1,3.0,5.0,22.6,-0.1
2024-01-16 23:03:48,19.5,69.2,4.0,2.6,44.0,3.5
2024-02-14 06:19:05,8.5,89.9,2.0,44.8,90.5,2.2
2024-01-15 19:46:26,2.5,89.9,3.3,0.0,46.3,-0.5
2024-01-16 22:30:22,3.8,89.9,2.5,0.0,97.0,5.6
2024-01-30 16:32:46,16.0,48.9,1.7,0.0,91.9,6.5
2024-01-08 13:55:57,2.1,47.0,1.4,2.2,100.0,2.9
2024-01-31 23:09:24,15.5,56.5,3.6,290.1,69.0,5.1
2024-02-15 08:06:02,2.3,69.1,2.7,315.7,61.2,5.9
2024-02-13 13:41:54,3.2,74.2,2.6,11.4,50.6,-1.3
2024-01-26 10:53:46,19.5,45.1,1.5,112.6,23.0,5.7
2024-01-11 03:40:16,12.6,48.2,3.4,0.0,73.4,1.2
2024-01-06 04:26:33,15.5,43.6,0.5,253.1,31.2,6.7
2024-02-18 00:50:02,6.2,78.4,2.6,0.0,36.8,5.1
2024-02-06 22:17:58,11.0,46.1,1.6,0.0,0.0,0.1
2024-02-04 09:05:05,12.1,40.1,2.0,0.0,43.1,2.8
2024-02-22 01:45:00,4.1,78.5,2.1,1.7,10.8,-1.3
2024-01-10 11:16:01,19.5,47.6,0.5,163.7,73.8,8.6
2024-01-22 18:52:02,19.5,75.8,4.0,445.4,87.2,5.2
2024-01-07 10:11:05,11.9,89.1,0.7,496.5,52.1,2.2
2024-01-24 02:08:54,3.3,89.4,3.8,0.0,100.0,0.8
2024-01-26 21:37:23,2.0,89.9,1.7,0.0,60.4,2.2
2024-02-21 16:48:42,19.5,40.1,1.8,224.3,10.7,3.0
2024-02-19 05:31:22,18.9,72.2,3.3,0.0,93.5,7.7
2024-01-06 09:33:05,17.6,87.9,0.5,517.5,100.0,2.1
2024-02-12 05:45:28,18.0,40.1,2.9,256.8,4.9,7.8
2024-02-12 00:51:15,17.4,88.5,0.8,9.5,12.1,7.8
2024-01-11 04:17:49,13.4,75.2,4.0,42.5,36.2,0.8
2024-02-22 01:45:00,11.9,78.6,0.5,717.7,88.3,2.3
2024-02-04 18:22:48,19.3,60.7,1.4,22.7,14.0,3.3
2024-02-21 23:25:40,10.0,44.2,0.5,8.6,100.0,-1.0
2024-01-01 00:00:00,16.8,52.8,2.4,173.0,82.3,8.2
2024-01-17 16:08:06,17.4,56.8,3.9,0.0,66.5,-1.0
2024-01-13 06:47:05,17.2,41.4,2.3,332.9,74.1,6.9
2024-01-25 02:44:24,15.4,51.2,3.9,506.2,21.4,-1.6
2024-02-01 23:48:10,19.1,73.2,2.0,501.8,97.9,7.8
2024-02-12 17:13:27,15.9,52.5,3.3,633.0,100.0,2.3
2024-01-21 11:24:29,4.4,62.4,0.7,56.2,61.4,6.8
2024-01-01 00:00:00,3.7,89.9,0.8,0.0,18.3,1.7
2024-02-16 11:42:58,3.5,55.7,1.3,6.1,34.1,7.8
2024-01-07 19:40:59,5.0,82.7,4.2,4.0,73.6,1.5
2024-01-31 00:08:08,4.6,77.4,3.2,259.2,21.7,3.0
2024-02-18 19:46:50,1.0,46.0,0.5,104.0,11.3,5.3
2024-02-09 16:41:00,7.8,47.0,0.5,0.0,7.8,6.2
2024-02-16 08:22:52,5.9,41.6,2.7,32.6,35.3,2.2
2024-02-09 19:18:24,9.3,84.3,0.5,1.8,9.1,-1.6
2024-01-25 06:53:10,4.4,77.6,4.0,2.8,96.1,7.8
2024-01-11 10:29:18,15.8,51.9,0.5,0.0,76.7,1.0
2024-01-24 14:33:51,19.5,67.3,1.6,0.0,55.5,4.8
2024-01-27 21:37:50,17.6,52.6,0.7,251.3,22.9,8.3
2024-02-05 07:06:11,14.4,89.9,2.3,52.0,33.5,0.8
2024-01-01 00:00:00,15.2,43.8,4.0,7.9,65.2,7.9
2024-02-10 08:56:04,19.5,63.1,1.8,24.8,55.4,7.8
2024-01-15 22:34:02,19.5,61.0,3.0,271.7,18.6,8.6
2024-01-31 12:18:07,0.5,89.9,3.1,0.0,68.8,4.8
2024-01-14 14:04:00,6.6,54.4,4.1,0.0,6.0,3.0
2024-01-15 06:35:30,5.5,59.7,0.5,0.0,50.7,3.9
2024-02-22 01:45:00,4.1,52.8,2.4,0.0,3.4,4.3
2024-02-20 15:34:48,19.5,66.4,4.0,0.0,9.2,4.1
2024-02-11 22:24:30,19.5,40.1,1.5,125.6,97.5,8.6
2024-02-03 05:19:03,17.6,40.1,1.4,4.9,46.4,5.6
2024-02-18 03:20:15,19.4,72.6,3.4,0.0,69.7,8.6
2024-01-06 07:53:12,3.0,51.4,3.2,76.6,100.0,2.7
2024-02-08 23:47:02,5.0,59.7,1.0,0.0,88.4,3.0
2024-02-22 01:45:00,4.2,64.7,2.7,216.6,85.3,0.1
2024-01-08 01:57:35,19.5,40.8,3.3,273.9,66.3,6.9
2024-01-29 04:13:28,9.5,58.8,0.6,7.1,100.0,-1.9
2024-02-22 01:45:00,16.9,84.2,2.5,0.0,0.0,4.7
2024-01-10 11:42:54,10.1,54.1,0.8,0.0,22.7,4.9
2024-01-08 07:12:09,15.3,57.5,0.7,26.9,67.6,8.6
2024-02-10 20:02:43,19.5,64.0,2.3,120.6,100.0,6.2
2024-01-02 22:24:37,5.6,43.1,1.9,36.4,22.2,5.8
2024-01-18 14:41:58,9.7,78.8,0.8,0.0,58.8,-0.4
2024-02-11 06:35:16,0.5,81.8,0.5,0.0,0.0,-1.2
2024-02-12 15:39:09,9.3,89.9,1.7,766.0,100.0,5.5
2024-02-22 01:45:00,19.5,74.5,1.3,361.5,75.4,8.6
2024-01-17 11:43:12,9.8,69.6,4.1,2.2,84.7,0.2
2024-02-02 00:49:33,19.0,59.3,0.5,0.0,50.1,4.5
2024-01-25 18:13:15,16.8,40.1,2.7,130.7,97.3,0.8
2024-01-01 00:00:00,8.7,40.1,2.3,772.7,48.6,8.6
2024-01-12 22:40:54,16.0,89.7,1.3,0.0,0.0,0.6
2024-01-22 21:12:16,10.0,76.2,0.5,0.0,25.2,6.0
2024-01-02 20:41:36,19.5,69.9,1.5,97.1,26.8,8.6
2024-01-29 15:59:38,19.3,77.2,0.5,0.0,13.0,-1.6
2024-01-31 07:31:34,0.5,84.4,4.2,0.0,100.0,-1.6
2024-02-19 23:34:30,14.2,73.2,3.0,135.7,100.0,5.1
2024-01-29 01:30:28,10.8,84.5,1.1,0.0,1.8,8.6
2024-02-10 09:17:11,6.9,66.0,1.6,0.0,64.3,8.4
2024-01-26 21:12:01,6.5,68.7,2.1,701.0,32.5,2.1
2024-01-29 17:37:45,3.4,85.1,0.8,0.0,68.8,4.9
2024-01-16 17:30:05,5.0,88.6,3.0,8.4,28.3,6.4
2024-02-06 20:41:09,19.5,64.6,1.4,3.5,100.0,7.8
2024-01-15 08:07:55,10.6,56.4,3.0,24.6,80.0,-2.3
2024-02-12 08:03:06,16.7,68.5,0.5,33.5,93.7,3.7
2024-02-18 01:37:38,2.2,62.2,2.9,295.9,100.0,4.0
2024-02-22 01:45:00,3.9,80.1,3.6,0.0,89.9,3.3
2024-01-17 00:16:10,19.5,64.8,1.4,2.7,25.7,8.6
2024-02-07 03:37:13,8.7,60.9,1.7,7.3,36.8,5.4
2024-01-19 21:26:59,3.4,77.2,1.1,2.2,62.2,1.5
2024-01-21 02:46:07,1.9,56.8,2.6,0.5,64.5,2.7
2024-01-12 05:16:48,17.9,67.3,2.2,1.6,44.7,1.9
2024-01-12 16:38:43,18.4,77.0,1.7,372.6,8.2,2.9
2024-01-24 19:13:58,16.2,77.3,4.1,287.3,37.4,5.4
2024-02-20 03:24:12,11.5,57.2,4.2,0.0,93.9,5.6
2024-02-11 22:33:30,17.8,85.0,2.4,6.3,30.9,0.7
2024-02-02 06:18:10,17.5,65.4,1.7,417.2,42.5,4.0
2024-01-27 17:07:33,19.0,70.5,2.8,0.0,0.0,7.6
2024-02-13 13:48:50,1.7,47.9,2.3,0.0,15.0,-2.3
2024-02-10 06:41:02,8.2,54.6,4.2,148.3,58.1,-0.6
2024-01-28 19:35:04,18.1,59.4,1.5,199.9,4.9,1.0
2024-01-26 13:51:54,0.8,80.4,3.6,103.5,84.3,1.3
2024-01-01 00:00:00,10.6,88.2,0.5,0.0,38.8,1.7
2024-02-07 14:36:43,0.5,88.2,0.9,0.0,67.8,2.2
2024-01-17 07:23:25,0.8,63.3,1.5,9.5,46.6,0.8
2024-02-19 08:46:21,18.1,46.4,2.4,6.4,100.0,2.6
2024-01-06 11:56:04,7.0,40.1,1.6,623.5,33.2,2.1
2024-02-21 05:10:49,6.3,77.9,0.9,351.4,33.7,4.6
2024-02-14 12:17:56,19.1,60.9,1.7,176.0,63.1,3.1
2024-01-30 22:46:47,13.7,53.7,2.3,7.4,93.9,2.4
2024-01-14 08:43:23,9.7,54.1,1.5,83.3,51.5,-2.2
2024-01-29 12:53:22,19.5,70.8,1.2,228.7,100.0,6.5
2024-01-24 21:46:05,13.9,89.9,1.5,0.0,45.7,4.3
2024-02-18 16:19:55,19.5,44.3,0.5,14.3,0.0,4.8
2024-02-22 01:45:00,18.0,89.9,1.1,0.0,100.0,6.3
2024-01-24 13:05:19,19.5,40.1,0.5,588.6,59.8,3.6
2024-01-04 16:13:03,19.5,40.1,3.2,427.8,84.2,8.6
2024-02-04 17:21:44,19.0,89.9,3.5,0.0,85.7,-2.3
2024-02-09 07:56:45,13.8,40.1,1.9,0.0,23.8,-2.3
2024-01-31 20:27:35,2.9,78.1,3.3,2.8,60.8,3.8
2024-01-30 11:18:03,4.0,89.9,4.1,0.0,72.1,7.1
2024-01-06 14:30:02,1.2,86.6,0.7,0.0,96.4,-1.3
2024-02-05 16:32:30,3.6,40.2,1.2,86.7,4.4,3.1
2024-02-20 05:28:46,11.1,81.3,1.6,0.0,71.8,-2.3
2024-01-12 10:54:46,14.7,78.0,4.2,0.0,5.5,-0.3
2024-01-04 18:07:42,3.6,70.8,3.3,2.5,27.3,8.6
2024-01-23 06:44:16,19.5,52.9,2.5,73.9,8.4,0.0
2024-01-27 21:48:45,13.5,75.9,2.1,0.0,25.5,0.4
2024-02-05 05:30:03,4.9,84.9,2.5,1.6,3.5,6.9
2024-02-22 01:45:00,2.9,46.4,3.5,60.7,81.5,7.4
2024-02-22 01:09:09,14.2,52.8,3.4,2.3,10.3,-1.8
2024-01-01 00:00:00,0.5,89.9,3.5,4.9,33.2,-2.3
2024-01-23 19:07:17,4.3,40.1,2.0,2.3,73.1,4.5
2024-02-04 23:22:10,9.8,54.6,0.5,106.6,28.8,-0.5
2024-01-16 19:16:53,14.7,61.1,3.0,6.0,31.7,5.8
2024-01-31 21:45:01,9.5,46.5,2.7,0.0,91.6,4.4
2024-01-27 07:23:20,18.7,49.1,0.8,0.0,53.2,8.6
2024-01-13 03:08:55,6.8,40.1,2.7,139.2,48.0,6.5
2024-01-14 11:58:43,8.0,64.6,3.6,535.0,47.8,8.2
2024-02-14 13:27:56,0.5,55.7,1.1,4.6,16.8,2.8
2024-02-14 21:54:30,14.0,74.3,3.6,688.5,86.2,5.7
2024-01-21 01:57:20,0.5,58.2,2.9,175.4,92.8,3.4
2024-02-22 01:45:00,2.9,55.6,3.7,385.2,47.7,7.1
2024-02-10 03:54:59,9.5,50.2,4.0,424.0,0.1,5.0
2024-02-22 01:45:00,19.5,50.4,2.5,0.0,7.3,8.5
2024-02-15 13:52:29,0.5,56.1,1.3,0.0,0.0,-2.3
2024-01-15 22:00:27,0.5,89.9,2.3,0.0,4.0,-2.3
2024-02-19 22:21:17,18.7,46.5,3.6,588.8,50.8,4.4
2024-01-03 01:42:23,0.5,59.2,3.8,0.0,17.5,-0.6
2024-02-07 10:25:45,17.2,45.4,3.7,0.0,8.3,8.3
2024-02-16 00:38:25,0.9,85.3,3.7,0.6,100.0,1.2
2024-02-11 22:52:43,19.5,47.6,2.2,0.0,14.6,4.9
2024-02-12 21:26:05,1.0,40.1,1.9,0.1,50.5,2.2
2024-01-16 08:58:34,9.9,89.9,2.4,0.0,12.0,1.2
2024-02-19 08:07:21,18.0,78.4,2.9,0.0,100.0,7.7
2024-01-09 21:15:04,19.5,82.2,1.3,263.7,100.0,6.2
2024-02-17 02:29:35,5.6,75.6,1.4,10.4,94.0,5.0
2024-01-11 09:43:58,10.2,60.4,3.5,217.5,17.7,7.9
2024-01-10 14:29:46,15.1,77.6,3.7,442.7,37.1,3.5
2024-01-12 21:08:41,4.6,60.2,3.6,790.9,45.1,7.3
2024-01-04 07:12:59,14.5,74.0,4.2,4.6,86.1,-1.6
2024-01-25 07:13:14,8.8,56.5,0.8,399.9,2.5,1.3
2024-02-22 01:45:00,2.2,45.2,1.3,1.6,90.9,-0.9
2024-01-23 23:34:53,19.5,45.4,4.2,0.9,19.7,8.6
2024-02-10 22:39:16,6.0,89.8,1.4,364.7,34.7,8.6
2024-02-09 06:42:33,6.9,62.0,3.5,727.9,100.0,2.5
2024-02-05 14:32:13,12.6,82.9,3.1,331.2,61.5,-1.9
2024-01-14 06:19:12,17.5,89.7,2.8,0.1,20.2,6.5
2024-01-06 04:29:54,17.6,82.7,2.5,113.5,33.9,2.2
2024-01-23 13:23:26,19.5,49.9,3.4,462.3,65.4,6.9
2024-01-23 02:50:46,2.4,84.6,2.2,0.0,100.0,-0.5
